CountryKey;Department;Total Revenues;Total Spend
AA;APP;0;0
AA;BM;0;0
AA;DEA;0;0
AA;SEM;0;0
AA;SEO;0;0
AE;APP;1860.275715;0
AE;BM;5529.725949;3403.440415
AE;DEA;6.740069688;0
AE;SEM;1407.341552;2669.409524
AE;SEO;377.0068027;0
ALL;APP;204024.2714;23422.61472
ALL;BM;2437979.085;2230778.654
ALL;DEA;309461.1165;322048.0728
ALL;SEM;970153.8617;1077472.118
ALL;SEO;367924.2061;0
AR;APP;119.7779423;0
AR;BM;3118.59375;4208.75
AR;DEA;1268.386473;1677.286404
AR;SEM;2377.246753;5628.030769
AR;SEO;387.747308;0
AT;APP;2784.392857;0
AT;BM;44143.76597;62555.95513
AT;DEA;3842.142857;5354.430643
AT;SEM;18460.55735;20632.85714
AT;SEO;6170.308123;0
AU;APP;13720.23546;2941.416667
AU;BM;180287.5399;188923.7711
AU;DEA;13217.04762;11862.18901
AU;SEM;69230.06067;92521.10769
AU;SEO;32291.79985;0
BE;APP;1050.204081;0
BE;BM;24110.30457;22051.2987
BE;DEA;1156.693453;1604.501458
BE;SEM;12169.54622;11959.47429
BE;SEO;3230.863126;0
BG;APP;19.2;0
BG;BM;368.1385715;0
BG;DEA;0.585786073;0
BG;SEM;989.6501459;1487.557423
BG;SEO;223.0022206;0
BR;APP;6493.046199;0
BR;BM;55015.43686;98078.99517
BR;DEA;6863.241985;6754.974874
BR;SEM;28724.87659;41370.4
BR;SEO;7922.615385;0
CA;APP;5274.653465;2299.416728
CA;BM;113596.9639;68674.69091
CA;DEA;27377.5;30960.67747
CA;SEM;38306.00985;44002.38095
CA;SEO;9314.302439;0
CH;APP;4571.259808;0
CH;BM;44204.41379;67292.21154
CH;DEA;1386.725906;1863.479396
CH;SEM;21747.04906;26815.38669
CH;SEO;6510.416329;0
CL;APP;36.01393728;0
CL;BM;692.2139406;4.914848698
CL;DEA;680.3345668;977.6576952
CL;SEM;857.0666667;3083.49318
CL;SEO;140.0278746;0
CN;APP;407.960199;0
CN;BM;294.625;3407.062917
CN;DEA;1.505952381;0
CN;SEM;101.4464286;833.4354067
CN;SEO;41.72815534;0
CO;APP;252.7788252;0
CO;BM;3886.82449;5902.93143
CO;DEA;1132.479396;670.9770539
CO;SEM;1271.798319;1779.674286
CO;SEO;373.8696255;0
CZ;APP;157.4507772;0
CZ;BM;2747.937415;4275.223881
CZ;DEA;796.097561;729.2686896
CZ;SEM;2448.749075;2859.751061
CZ;SEO;379.4725275;0
DE;APP;26483.06122;1576.650246
DE;BM;446500.1025;288856.4015
DE;DEA;50050.28986;53103.71429
DE;SEM;214260.9278;200956.0551
DE;SEO;70709.6;0
DK;APP;2883.567099;0
DK;BM;30854.86275;23146.48276
DK;DEA;2687.991429;2991.31986
DK;SEM;21561.02442;20282.75862
DK;SEO;3078.769651;0
ES;APP;5985.528716;0
ES;BM;92932.13527;1895.291545
ES;DEA;11044.76813;9865.05314
ES;SEM;55077.51741;43896.18801
ES;SEO;33906.27715;0
FI;APP;1439.034985;74.79521463
FI;BM;57807.87837;33573.81545
FI;DEA;2916.054422;3878.677303
FI;SEM;12792.83582;12664.14357
FI;SEO;8358.167031;0
FR;APP;4544.554455;0
FR;BM;72010.11133;104987.1966
FR;DEA;12189.43754;12859.24138
FR;SEM;35980.90499;37449.32572
FR;SEO;12235.85714;0
GR;APP;194.4457741;0
GR;BM;3910.984456;9686.505276
GR;DEA;684.6336047;552.375
GR;SEM;1171.203378;1095.389736
GR;SEO;1349.690962;0
HK;APP;14183.78984;0
HK;BM;51087.86911;54805.63693
HK;DEA;5575.095715;6520.780562
HK;SEM;8288.945964;12809.52709
HK;SEO;3100.938776;0
HR;APP;0;0
HR;BM;0;0
HR;DEA;0;0
HR;SEM;0;0
HR;SEO;0;0
HU;APP;66.46689898;0
HU;BM;1994.052857;4700.821082
HU;DEA;71.68269231;164.9084605
HU;SEM;3438.623785;4671.555722
HU;SEO;263.1043672;0
ID;APP;820.2857144;603.9274611
ID;BM;2144.285714;9669.781918
ID;DEA;235.7512953;341.4216028
ID;SEM;247.4693878;747.2430046
ID;SEO;74.28571427;0
IE;APP;5489.523811;0
IE;BM;61688.23975;17762.76923
IE;DEA;11076.30127;13634.26874
IE;SEM;28467.50893;33068.85714
IE;SEO;14374.1101;0
IL;APP;270.9183673;0
IL;BM;1831.131921;9838.756477
IL;DEA;189.9918367;228.179676
IL;SEM;2426.789916;4425.265892
IL;SEO;83.85;0
IN;APP;309;0
IN;BM;6806.38786;27932.55
IN;DEA;10.51948052;0
IN;SEM;1302.070028;2395.15522
IN;SEO;936.3529412;0
IT;APP;10392.03642;0
IT;BM;98888.48756;1792.726018
IT;DEA;13559.07572;13068.66029
IT;SEM;48552.45933;38449.68132
IT;SEO;15057.91919;0
JP;APP;460.7585715;0
JP;BM;2867.078572;23502.79883
JP;DEA;35.98857143;76.33082708
JP;SEM;1821.391562;4745.697561
JP;SEO;832.8426396;0
KR;APP;471.9837158;125.7142857
KR;BM;2110.943723;3838.322308
KR;DEA;793.9130435;859.644566
KR;SEM;1903.300971;3489.325715
KR;SEO;273.9726589;0
MX;APP;300.0095238;0
MX;BM;6399.365081;8051.078431
MX;DEA;1132.131868;1780.525942
MX;SEM;3437.802198;6807.477425
MX;SEO;1027.023923;0
MY;APP;4118.928571;900.9069595
MY;BM;13066.82216;13137.96954
MY;DEA;1454.26363;1582.470748
MY;SEM;1302.571429;2508.1875
MY;SEO;4864.752036;0
NL;APP;2597.253731;0
NL;BM;40991.82333;24860.95737
NL;DEA;3975.09375;3732.600288
NL;SEM;27402.05882;28615.95562
NL;SEO;4834.217484;0
NO;APP;1249.247009;0
NO;BM;25611.96595;31910.375
NO;DEA;3166.058824;3768.4
NO;SEM;11299.625;13803.2555
NO;SEO;1436.382801;0
NZ;APP;1419.856439;171.3402062
NZ;BM;35543.18649;33568.41399
NZ;DEA;1139.633929;1920.78125
NZ;SEM;14324.58009;19307.53777
NZ;SEO;3519.156462;0
PH;APP;0.646222887;0
PH;BM;478.4466019;7.874231033
PH;DEA;5.253644316;0
PH;SEM;902.9134414;2137.372317
PH;SEO;119.6751269;0
PL;APP;509.7435897;0
PL;BM;15549.2978;14413.5729
PL;DEA;2450.068165;2345.378151
