CountryKey;Department;Total Revenues;Total Spend
AA;APP;1150.62201;635.6996338
AA;BM;2861.036269;3156.854242
AA;DEA;2267.892503;2449.09011
AA;SEM;4611.176471;6521.969923
AA;SEO;740.5979381;0
AE;APP;3909.968254;2972.803922
AE;BM;5945.890108;1016
AE;DEA;713.9097746;1127.750179
AE;SEM;2853.952843;4523.050462
AE;SEO;1664.301998;0
ALL;APP;223485.3878;35739.86063
ALL;BM;2490205.196;1435323.058
ALL;DEA;449575.1328;454285.5931
ALL;SEM;1591584.958;1872966.03
ALL;SEO;372259.5692;0
AR;APP;847.0366492;126.830662
AR;BM;17731.66404;13103.80444
AR;DEA;2943.482143;1488.054092
AR;SEM;13440.10884;24117.27878
AR;SEO;2140.511905;0
AT;APP;1895.228981;591.3540372
AT;BM;26257.55042;25245.54371
AT;DEA;3275.589459;3129.059234
AT;SEM;22881.03896;25422.96913
AT;SEO;4800.138026;0
AU;APP;8308.137623;2017.065187
AU;BM;74054.60417;55234.5
AU;DEA;11175.22917;10788.283
AU;SEM;43955.83955;48421.42856
AU;SEO;20050.4;0
BE;APP;1537.0546;0
BE;BM;22737.85714;11781.36827
BE;DEA;3787.832967;4511.791667
BE;SEM;19278.34139;19194.89304
BE;SEO;3106.455446;0
BG;APP;48.38550923;0
BG;BM;980.3480782;10.58252427
BG;DEA;6.449787837;0
BG;SEM;2064.840859;3143.627451
BG;SEO;168.8530417;0
BR;APP;8371.06333;973.4730799
BR;BM;68041.01589;85891.5452
BR;DEA;8406.511791;11437.91209
BR;SEM;59293.23387;65685
BR;SEO;10518.00816;0
CA;APP;9730.130528;2258.285715
CA;BM;126344.5686;91497.10064
CA;DEA;17767.52528;14591.94175
CA;SEM;59695.36507;67265.5956
CA;SEO;11555.70068;0
CH;APP;3539.080745;1074.038765
CH;BM;24023.51565;14224.77387
CH;DEA;2799.31014;3120.022321
CH;SEM;34947.27898;35360.625
CH;SEO;5860.19143;0
CL;APP;162.987013;0
CL;BM;2706.501035;1675.084548
CL;DEA;602.9917728;722.023129
CL;SEM;1937.572816;4219.944888
CL;SEO;297.1414068;0
CN;APP;1027.741071;0.619047619
CN;BM;862.4413015;5288.411366
CN;DEA;1.330532213;0
CN;SEM;565.9296068;2862.206272
CN;SEO;201.0486009;0
CO;APP;719.9928925;8.650485437
CO;BM;7321.904763;15801.68513
CO;DEA;807.0559005;785.4627974
CO;SEM;5689.098476;9700.985366
CO;SEO;1412.835165;0
CZ;APP;147.0857143;0
CZ;BM;3527.42265;2162.353945
CZ;DEA;311.5757576;356.6120448
CZ;SEM;2185.467033;4266.05834
CZ;SEO;450.2682216;0
DE;APP;31593.48513;1673.809524
DE;BM;288155.0772;48652.28994
DE;DEA;51458.79186;55963.85716
DE;SEM;293369.5248;232771.3687
DE;SEO;55350.46688;0
DK;APP;1988.374573;322.7586207
DK;BM;23386.07818;12877.89583
DK;DEA;6530.758713;9543.007517
DK;SEM;25537.6793;23156.10577
DK;SEO;3901.988218;0
EC;APP;0;0
EC;BM;0;0
EC;DEA;0;0
EC;SEM;0;0
EC;SEO;0;0
ES;APP;7454.708333;100.3964456
ES;BM;102091.0559;49782.62742
ES;DEA;22428.98955;24606.75
ES;SEM;85541.42264;72619.58947
ES;SEO;39509.48572;0
FI;APP;798.7346938;52.05521048
FI;BM;29741.75803;18418.66667
FI;DEA;2691.381643;4334.590283
FI;SEM;16031.31034;16746.96335
FI;SEO;5748.255495;0
FR;APP;5517.65832;90.5837912
FR;BM;56130.40474;38329.14573
FR;DEA;18313.39748;18083.61309
FR;SEM;64819.30841;60745.54025
FR;SEO;15917.28572;0
GR;APP;245.6694091;0
GR;BM;3948.391837;60.19047621
GR;DEA;682.507143;848.5507246
GR;SEM;2456.137832;2393.541126
GR;SEO;1482.720812;0
HK;APP;16733.57143;2468.762887
HK;BM;40129.81185;34687.09244
HK;DEA;7576.778469;10666.59087
HK;SEM;10376.57143;14851.02453
HK;SEO;3426.230769;0
HR;APP;13.77227723;0
HR;BM;128.8971705;2.043956044
HR;DEA;2.956152758;0
HR;SEM;39.9646539;73.73737374
HR;SEO;7.142857141;0
