CountryKey;Department;Total Revenues;Total Spend
AA;APP;1489.714286;512.735104
AA;BM;4405.94172;9536.777375
AA;DEA;2225.161711;2475.726708
AA;SEM;3297.224076;4002.795605
AA;SEO;1174.879552;0
AE;APP;6129.540867;4003.514563
AE;BM;9457.15301;4396.046176
AE;DEA;623.2408162;684.4413015
AE;SEM;4683.414141;6597.087379
AE;SEO;1187.490196;0
ALL;APP;495639.802;156258.43
ALL;BM;3496368.831;3126474.117
ALL;DEA;581987.5446;593782.5672
ALL;SEM;2089057.179;2130025.518
ALL;SEO;501257.442;0
AR;APP;4824.363125;3600.144968
AR;BM;50371.11801;42582.59213
AR;DEA;6437.196793;5363.104396
AR;SEM;25097.45938;32727.12344
AR;SEO;4663.961353;0
AT;APP;4862.293194;1696.950495
AT;BM;57029.40934;55986.40625
AT;DEA;8554.601504;9432.281593
AT;SEM;31662.41209;38444.54749
AT;SEO;8147.195213;0
AU;APP;19217.1513;3802.597402
AU;BM;160432.8823;161552.0762
AU;DEA;19743.55679;20348.63354
AU;SEM;97607.85;102527.9762
AU;SEO;35511.21951;0
BE;APP;3121.807031;1582.697607
BE;BM;24950.55092;29667.73373
BE;DEA;4726.4;6121.251768
BE;SEM;24681.73648;26030.8121
BE;SEO;3884.097087;0
BG;APP;63.25826897;2.363770103
BG;BM;1065.69338;25.82246893
BG;DEA;885.9910714;1177.29
BG;SEM;3249.14007;4110.772125
BG;SEO;258.7254902;0
BR;APP;14930.65306;6578.505495
BR;BM;116759.403;109162.8956
BR;DEA;15041.73913;18084.22997
BR;SEM;55160.71429;52140.03361
BR;SEO;10821.48682;0
CA;APP;13797.5417;4535.2
CA;BM;159587.9073;67711.95918
CA;DEA;28881.64619;19765.27919
CA;SEM;76926.05861;83723.24607
CA;SEO;13190.9936;0
CH;APP;8801.720207;1230.529792
CH;BM;58718.05025;49314.06763
CH;DEA;4339.87013;5290.994169
CH;SEM;45724.1592;50119.17526
CH;SEO;9785.273511;0
CL;APP;1076.078818;739.920711
CL;BM;6268.048091;2323.489011
CL;DEA;1326.326531;1259.855685
CL;SEM;7046.47033;11319.81451
CL;SEO;608.5882353;0
CN;APP;1240.649351;1.480927225
CN;BM;591.3437059;2507.331868
CN;DEA;1.054945192;20.49311117
CN;SEM;149.4041638;762.6611454
CN;SEO;90.16243655;0
CO;APP;1168.415179;598.3983108
CO;BM;11483.80028;21095.94857
CO;DEA;2136.783673;1439.176144
CO;SEM;6311.044776;9045.961107
CO;SEO;1630.39604;0
CZ;APP;276.1515152;0.568436649
CZ;BM;6589.588572;10340.31272
CZ;DEA;486.9090909;577.4025976
CZ;SEM;4935.074627;6400.920316
CZ;SEO;570.917749;0
DE;APP;42505.04114;10231.23445
DE;BM;487928.1014;281437.4203
DE;DEA;102203.1124;99294.59429
DE;SEM;306971.0063;269334.9529
DE;SEO;74968.76488;0
DK;APP;3713.659794;600.5485715
DK;BM;35048.70466;24516
DK;DEA;8174.577289;11595.05462
DK;SEM;40210.67235;40647.47208
DK;SEO;4642.923858;0
EC;APP;290.257732;1.711456931
EC;BM;1170.013736;0
EC;DEA;83.69783089;0
EC;SEM;19.10612238;0
EC;SEO;251.5089286;0
ES;APP;10228.74927;2492.331263
ES;BM;120783.1578;11505.55102
ES;DEA;26359.92857;28415.50244
ES;SEM;106296.3843;85411.24827
ES;SEO;41885.89379;0
FI;APP;1113.60199;197.8550315
FI;BM;41092.1466;35739.47688
FI;DEA;4218.278388;8157.659864
FI;SEM;20925.33835;19407.48711
FI;SEO;5933.664596;0
FR;APP;9536.29011;3522.414652
FR;BM;89165.9005;111165.4556
FR;DEA;21093.46411;26325.37931
FR;SEM;100517.0567;88981.66387
FR;SEO;20996.53465;0
GR;APP;244.6873705;0
GR;BM;3533.878388;199.5084034
GR;DEA;776.4502618;747.1885715
GR;SEM;3072.214286;2355.918367
GR;SEO;1594.928571;0
HK;APP;24590.65714;7223.235294
HK;BM;38576.6823;59205.14878
HK;DEA;11098.83417;12600.87805
HK;SEM;7286.933333;9689.782107
HK;SEO;2607.546939;0
HR;APP;17.63636364;0.5314285
HR;BM;134.1818182;8.339544444
HR;DEA;153.6492223;225.4063658
HR;SEM;343.1456043;442.8571429
HR;SEO;14.98522167;0
HU;APP;141.9428571;0.405797101
HU;BM;3669.310345;8701.845523
HU;DEA;1016.394831;1599.867596
HU;SEM;6058.615385;6714.547383
HU;SEO;335.4466019;0
ID;APP;1584.019231;220.2639594
ID;BM;2939.709978;16077.50916
ID;DEA;608.4615385;892.4419424
ID;SEM;1213.814147;2095.397959
ID;SEO;190.1266567;0
IE;APP;6351.849928;1219.637731
IE;BM;67375.75916;15307.31902
IE;DEA;14607.37172;16818.19474
IE;SEM;31706.57143;37155.28571
IE;SEO;12331.40625;0
IL;APP;1548;863.3233081
IL;BM;10707.57836;7022.44898
IL;DEA;1202.010152;1781.817143
IL;SEM;15868.13736;17174.34258
IL;SEO;899.5266955;0
IN;APP;4245.677871;1362.428571
IN;BM;16326.84264;78352.22798
IN;DEA;1870.2;1798.666667
IN;SEM;9471.535201;15245.21739
IN;SEO;3162.84375;0
IT;APP;14592.49103;3137.428572
IT;BM;109029.8571;83876.12526
IT;DEA;17628.77228;30326.12879
IT;SEM;72903.23434;72260.46978
IT;SEO;17002.82297;0
JP;APP;8980.51568;4656.788462
JP;BM;22504.69106;75203.51865
JP;DEA;3185.979899;4047.487685
JP;SEM;12345.58507;15273.93601
JP;SEO;13998.05742;0
KR;APP;1606.364922;237.9394793
KR;BM;2982.401786;5461.571429
KR;DEA;1013.763975;1507.521531
KR;SEM;4272.759184;6200.125
KR;SEO;302.3932109;0
MX;APP;7360.933333;3757.637703
MX;BM;56786.82927;43755.75
MX;DEA;7967.831105;5830.305815
MX;SEM;36323.95939;45465.12315
MX;SEO;9235.361586;0
MY;APP;8966.394139;1887.994314
MY;BM;23986.77871;31368.1706
MY;DEA;2080.47619;2644.530612
MY;SEM;8517.668155;11760.14652
MY;SEO;5762.583732;0
NL;APP;3431.230321;783.7484622
NL;BM;34999.8449;26009.14286
NL;DEA;11437.95191;12855.22253
NL;SEM;48987.14136;45349.00889
NL;SEO;5245.752381;0
NO;APP;1283.228145;481.0213942
NO;BM;20817.33137;24330.14422
NO;DEA;7033.030513;9903.773637
NO;SEM;23776.61324;24339.90431
NO;SEO;1529.114428;0
NZ;APP;3187.023578;1023.344948
NZ;BM;37328.64819;27996.31746
NZ;DEA;3322.557491;3821.759773
NZ;SEM;24677.63879;25496.86981
NZ;SEO;5707.829132;0
PE;APP;422.1093296;3.337322513
PE;BM;2083.584684;0
PE;DEA;94.52813838;0
PE;SEM;46.18800881;0
PE;SEO;283.1607144;0
PH;APP;229.8484848;9.710144928
PH;BM;871.1310753;1827.098901
PH;DEA;216.0606061;405.6843681
PH;SEM;2750.38191;5111.020604
PH;SEO;205.4742855;0
PL;APP;775.3126295;0.254272249
PL;BM;16871.2;22552.57422
PL;DEA;6559.940784;6348.728572
PL;SEM;14547.2;16151.94591
PL;SEO;4869.685426;0
PT;APP;954.3201724;1120.21
PT;BM;11049.88037;6107.413613
PT;DEA;2185.542857;2324.060914
PT;SEM;8978.032967;9789.857143
PT;SEO;2626.339286;0
RO;APP;155.1879699;0.781512745
