CountryKey;Department;Total Revenues;Total Spend
AA;APP;3820.495238;2227.013736
AA;BM;9634.607843;25573.33929
AA;DEA;3847.022409;4783.241758
AA;SEM;9121.279052;13754.96373
AA;SEO;2008.285714;0
AE;APP;11303.41484;5687.907216
AE;BM;11224.61538;10002.98507
AE;DEA;1835.331484;2256.021769
AE;SEM;6963.586063;9948.136195
AE;SEO;3007.464286;0
ALL;APP;648444.5569;188073.6996
ALL;BM;3494763.885;3450263.286
ALL;DEA;775574.2004;801816.4593
ALL;SEM;2891603.608;2419540.633
ALL;SEO;456790.5966;0
AR;APP;4040.485715;1474.053571
AR;BM;45534.86546;22627.46032
AR;DEA;5079.069597;4654.059406
AR;SEM;24638.64148;25628.98154
AR;SEO;4061.703136;0
AT;APP;5693.106122;1404.032653
AT;BM;59336.47157;49654.01178
AT;DEA;13224.41465;12879.28349
AT;SEM;51810.36524;47952.2449
AT;SEO;8349.304665;0
AU;APP;18222.26308;4463.887143
AU;BM;164623.1762;90329.9792
AU;DEA;20426.06897;22355.95671
AU;SEM;94956.78818;118003.3508
AU;SEO;29726.91597;0
BE;APP;4060;2112.118227
BE;BM;38214.55497;31498.54726
BE;DEA;9594.433036;11712.70204
BE;SEM;32005.35455;34248.66667
BE;SEO;7810.179791;0
BG;APP;187.6238337;0
BG;BM;2162.145078;6569.010352
BG;DEA;1062.478992;1618.418863
BG;SEM;4423;5476.272985
BG;SEO;457.9126575;0
BR;APP;16180.22972;5956.014804
BR;BM;108135.9904;79082.27991
BR;DEA;16396.22143;14882.28006
BR;SEM;63271.31707;64056.80857
BR;SEO;14586.97642;0
CA;APP;16786.22585;5664.541872
CA;BM;166115.3622;129182.1541
CA;DEA;26492.73096;28796.98565
CA;SEM;126922.4454;126646.0055
CA;SEO;19043.87798;0
CH;APP;8937.014634;2338.285714
CH;BM;60145.61616;53261.29582
CH;DEA;11231.37771;7624.985075
CH;SEM;60685.8744;52554.23762
CH;SEO;9246.520667;0
CL;APP;1370.678571;915.3034826
CL;BM;7660.90263;7220.722262
CL;DEA;789.923905;919.9484536
CL;SEM;3759.622746;6264.044643
CL;SEO;560.6698565;0
CN;APP;2933.956369;142.8599302
CN;BM;1374.956098;29867.51059
CN;DEA;291.2041885;1951.760696
CN;SEM;333.2445995;2783.334755
CN;SEO;275.3164732;0
CO;APP;1764.135192;449.7199436
CO;BM;14013.40571;19863.24549
CO;DEA;1785.6;3342.650395
CO;SEM;10392.30846;12238.28708
CO;SEO;1759.24;0
CZ;APP;391.2543556;0
CZ;BM;7206.0943;11577.30239
CZ;DEA;1359.512605;1558.264772
CZ;SEM;6648.051173;9326.544218
CZ;SEO;873.2519744;0
DE;APP;45645.92103;6516.425053
DE;BM;359310.724;250103.7659
DE;DEA;102559.133;101308.4119
DE;SEM;333677.9446;282211.1029
DE;SEO;56316.20643;0
DK;APP;3540.906832;796.937143
DK;BM;28099.76;29863.61214
DK;DEA;8942.282723;13193.22607
DK;SEM;36078.11953;35215.85714
DK;SEO;4199.213209;0
EC;APP;274.7569183;0
EC;BM;1304.13343;0
EC;DEA;2.95615297;0
EC;SEM;573.7023188;893.5860629
EC;SEO;366.0858552;0
ES;APP;19227.6;4648.90989
ES;BM;193256.8407;133923.9321
ES;DEA;34286.4478;34062.8323
ES;SEM;155796.5908;136958.7917
ES;SEO;50675.87734;0
FI;APP;1249.388967;44.61928934
FI;BM;37083.80764;28030.25446
FI;DEA;3867.811518;5388.65071
FI;SEM;21445.4166;17934.04407
FI;SEO;5512;0
FR;APP;10568.40693;2478.47343
FR;BM;93197.69833;90728.31429
FR;DEA;24196.60733;24665.90476
FR;SEM;101127.066;85774.5098
FR;SEO;21649.69956;0
GR;APP;661.44;0
GR;BM;11460.57429;18692.98752
GR;DEA;3120.728155;3496.209424
GR;SEM;9633.817378;9520.597938
GR;SEO;3548.25475;0
HK;APP;26169.75192;6436.029412
HK;BM;39212.72549;38169.125
HK;DEA;10563.98336;13274.29958
HK;SEM;13330.19093;15057.57143
HK;SEO;6292.982053;0
HR;APP;41.88163286;0
HR;BM;302.5625923;797.6811594
HR;DEA;121.063649;209.3492066
HR;SEM;801.7687778;1384.744847
HR;SEO;27.94510887;0
HU;APP;284.1374148;0
HU;BM;4936.530819;6814.741201
HU;DEA;1156;1690.12828
HU;SEM;6663.857868;8690.606789
HU;SEO;396.4039409;0
ID;APP;2196.074344;41.86647538
ID;BM;3059.464108;9998.357143
ID;DEA;984.6857145;1948.909219
ID;SEM;1482.714286;2404.514585
ID;SEO;269.7988337;0
IE;APP;7362.875;2235.751683
IE;BM;66831.22364;15859.93909
IE;DEA;13949.05263;14151.01286
IE;SEM;38866.90621;34979.83516
IE;SEO;10944.91758;0
IL;APP;3858.377603;2015.18797
IL;BM;14312.00408;12490.41758
IL;DEA;3038.027143;3765.428571
IL;SEM;23593.63585;23819.12737
IL;SEO;2197.360406;0
IN;APP;6232.138776;2322.340827
IN;BM;20831.75374;21644
IN;DEA;4238.964654;3977.184066
IN;SEM;17939.04396;23712.98042
IN;SEO;3569.428571;0
IT;APP;21179.16667;5280.938166
IT;BM;152935.1224;189405.44
IT;DEA;29908.06935;32005.59341
IT;SEM;111703.1786;103592.4503
IT;SEO;22459.33061;0
JP;APP;13009.96299;5425.597781
JP;BM;50124.97024;126912.8312
JP;DEA;4772.893918;4302.434905
JP;SEM;14918.50549;18390.5115
JP;SEO;9815.550212;0
KR;APP;3751.35785;1270.676096
KR;BM;4467.866667;14075.85207
KR;DEA;2045.903833;3562.568483
KR;SEM;6895.87172;10019.91163
KR;SEO;623.027997;0
MX;APP;9270.696693;7355.22
MX;BM;62116.98822;35208.87263
MX;DEA;9141.868132;10424.88841
MX;SEM;63316.5;68392.67468
MX;SEO;9970.745044;0
MY;APP;12004.10235;1776.158114
MY;BM;20206.90683;33968.89756
MY;DEA;2921.9057;3020.972018
MY;SEM;9616.168238;12169.62527
MY;SEO;5865.226131;0
NL;APP;6497.490427;1461.156795
NL;BM;62516.68342;46694.73143
NL;DEA;16113.49963;18870.05181
NL;SEM;63993.51105;64637.21254
NL;SEO;8229.7285;0
NO;APP;2184.789045;860.585099
NO;BM;25077.98421;30923.12722
NO;DEA;7146.229965;10099.32308
NO;SEM;30563.18325;30764.87544
NO;SEO;1528.047847;0
NZ;APP;5290.368189;1390.96978
NZ;BM;42995.5262;28131.35824
NZ;DEA;5263.142857;5540.341709
NZ;SEM;33245.81101;31809.76214
NZ;SEO;6354.282738;0
PE;APP;429.5763547;0
PE;BM;2344.019417;0
PE;DEA;5.953553695;0
PE;SEM;1911.619048;3189.231222
PE;SEO;522.3635005;0
PH;APP;1192.709157;1456.117732
PH;BM;1609.71134;3168.188512
PH;DEA;570.8845601;854.4433498
PH;SEM;1408.029557;2317.035533
PH;SEO;381.5390278;0
PL;APP;1214.829268;0
PL;BM;22890.57692;35698.7187
PL;DEA;5694.426418;5740.930612
PL;SEM;19075.51202;22504.02062
PL;SEO;3890.521978;0
PT;APP;1354.752431;41.9142855
PT;BM;14828.76145;16720.91429
PT;DEA;4569.698572;6581.524796
PT;SEM;12850.8175;14513.4715
PT;SEO;2744.158416;0
RO;APP;213.1040223;0
RO;BM;1655.043224;2543.035714
RO;DEA;789.0839469;872.8571429
RO;SEM;4272.37594;6386.308919
RO;SEO;336.1044234;0
RS;APP;85.93406587;0
RS;BM;1069.464286;3199.700142
RS;DEA;864.2784624;945.3134328
RS;SEM;2199.941987;2299.252525
RS;SEO;356.3011966;0
RU;APP;4154.387335;0
RU;BM;18675.69783;31495.54197
RU;DEA;2990.575916;3845.453061
RU;SEM;16678.57001;21976.49098
RU;SEO;1436.662677;0
SE;APP;6356.25;1358.676471
SE;BM;50887.25052;32612.02324
SE;DEA;10999.22078;15333.89356
SE;SEM;50767.73907;48662.67406
SE;SEO;4865.866667;0
SG;APP;9864.108031;3402.350649
SG;BM;26743.68287;49584.12698
SG;DEA;2778.336574;3786.137676
SG;SEM;9091.941463;13491.84144
SG;SEO;4600.044383;0
SI;APP;75.24948756;0
SI;BM;1474.625091;3457.15126
SI;DEA;546.7346938;559.4695833
SI;SEM;1932.156863;2415.502392
SI;SEO;317.7307403;0
SK;APP;139.6875;0
SK;BM;1498.285714;29.14285714
SK;DEA;245.0057145;268.7575092
SK;SEM;1301.864078;2078.129738
SK;SEO;145.8713539;0
TH;APP;1208.692641;1245.000733
TH;BM;857.6432124;1564.745954
TH;DEA;808.3912087;1131.428571
TH;SEM;3271.490089;4373.011905
TH;SEO;150.865801;0
TR;APP;1659.116883;0
TR;BM;7984.091888;12017.11325
TR;DEA;682.2857141;761.6088767
TR;SEM;7115.168067;11435.57143
TR;SEO;2461.509993;0
TW;APP;8398.554371;2815.583333
TW;BM;13875.64612;51045.314
TW;DEA;6755.104668;8782.789916
TW;SEM;11519.36813;18220.87798
TW;SEO;680.4690831;0
UK;APP;56619.54545;8774.11695
UK;BM;408300.4248;221071.4449
UK;DEA;63750.657;68974.35954
UK;SEM;355551.3537;297485.0254
UK;SEO;66717.37815;0
US;APP;210962.8209;84414.26531
US;BM;1188415.857;1272503.86
US;DEA;246633.6756;223716.5073
US;SEM;680826.4139;735571.1384
US;SEO;51737.07216;0
UY;APP;222.9166667;0
UY;BM;1422.806638;0
UY;DEA;4.403190863;0
UY;SEM;779.357513;1217.061224
UY;SEO;369.6650246;0
VN;APP;55.35538374;0
VN;BM;155.9249641;18.89160101
VN;DEA;225.6970568;348.8106966
VN;SEM;754.9250351;1655.238095
VN;SEO;17.01742146;0
ZA;APP;1577.949239;808.5853659
ZA;BM;5994.082669;13437.13137
ZA;DEA;785.1838689;1675.362319
ZA;SEM;5300.029608;7819.818681
ZA;SEO;948.1711527;0
